,train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
3683,3683,Xbox One,2,Electronics/Video Games & Consoles/Consoles,Xbox,189.0,0,-Black Xbox One. -Used Once -All cords accounted for(see in pics) -Controller-(without battery cover) -Controller will come with new batteries -Gaming Headset -Everything Works Well (Used Once) -All for a cheap price of [rm] plus 9 for shipping and handling!
3684,3684,FS-Angel,2,Handmade/Holidays/Christmas,,9.0,1,"Handcrafted angel. She doesn't have to be an ornament, I put her there for pictures. Colors can be altered upon request. Never used."
3685,3685,Brash Braided Wedge Sandals,3,Women/Shoes/Sandals,,14.0,1,"4.5"" wedge with 1"" platform, zippers back. True to size. Great summer shoe that goes with everything!"
3686,3686,Free people white l/s boho top small,4,Women/Tops & Blouses/Blouse,Free People,9.0,0,Free people white boho shabby hippy top. Small. Long sleeve. A seam started to come undone. I hand stitched it. Selling as is. High low
3687,3687,American Girl Performance Set,1,Kids/Toys/Dolls & Accessories,American Girl ®,51.0,0,Isabelles performance set new in Box exactly as pictured nothing more nothing less small items have never even been unwrapped
3688,3688,Mary Kay Makeup Finishing Spray,2,Beauty/Makeup/Face,Mary Kay,14.0,0,New never used! 2 fl oz.
3689,3689,Hand crocheted/knit baby blankets,3,Kids/Nursery/Bedding,,13.0,0,Lot of four. Very good used condition
3690,3690,Mens Levi's,3,Men/Jeans/Relaxed,Levi's®,20.0,0,Lightly used mens Levi's. Dark wash distressed jeans. 34x32 loose straight fit. Style 569 NO FREE SHIPPING
3691,3691,Keep Collective Pave Charms,2,Women/Jewelry/Bracelets,,27.0,1,2 Silver Pave Disc 1 Hematite Jet Pave Disc
3692,3692,4 Sexy Little Gift,1,Beauty/Fragrance/Women,Victoria's Secret,24.0,0,Online and Store use
3693,3693,Anastasia Glow Kit,3,Beauty/Makeup/Face,Anastasia Beverly Hills,35.0,1,"Limited Edition, used a couple of times. Sold out online. Let me know if you have any questions!"
3694,3694,Maui Sunglasses,3,Women/Women's Accessories/Sunglasses,,34.0,0,Maui jim Sunglasses comes with case
3695,3695,Vs pink strapless bra,2,Women/Underwear/Bras,PINK,13.0,1,Neve use
3696,3696,Lularoe Floral OS FREE SHIPPING,3,"Women/Athletic Apparel/Pants, Tights, Leggings",Independent,40.0,1,These have been tried on twice but ended up changing. So for that I'm going to say EUC. Smoke free home. These are gorgeous!!!! Free shipping.
3697,3697,Men's small long sleeve shirts tops s,2,Men/Tops/T-shirts,,14.0,0,EUC. The flash doesn't do justice these are very nice shirts. No fades or stains. You are getting 2 thermals and one long sleeve Batman shirt.
3698,3698,American Eagle Black Jeggings,3,"Women/Jeans/Slim, Skinny",American Eagle,10.0,0,Lightly used pants. No holes or snags. Size 4 Petite.
3699,3699,Lot Wrestlers And Belts Action Figures,3,Kids/Other/Other,,18.0,0,Some wrestlers
3700,3700,UD naked smokey eyeshadow palette,1,Beauty/Makeup/Makeup Palettes,Urban Decay,29.0,0,Authentic Urban Decay smoky eyeshadow palette nude palettes run anywhere from [rm] and up I bought these as a gift for some of the women in my family and I'm selling them cheaper because now I'm in great need of the money you have any questions let me know I'll be more than happy to answer them for you thank you so much and have a wonderful day
3701,3701,LuLaRoe Carly Medium NWT,1,Women/Dresses/Asymmetrical Hem,LuLaRoe,31.0,1,Free shipping See pics for fabric content
3702,3702,EUC silver jeans suki bootcut,2,Women/Jeans/Boot Cut,Silver Jeans Co.,31.0,0,"Excellent condition! Suki bootcut style, dark wash with distressing. Size 29"" waist and 30"" inseam"
3703,3703,Summer Flower Dress,3,"Women/Dresses/Above Knee, Mini",FOREVER 21,6.0,1,"Fair condition, gently worn, no defects!"
3704,3704,NEW Converse All Star Men's 12,1,Men/Shoes/Fashion Sneakers,Converse,46.0,0,"Converse All Star shoes. These are a olive green color (aka herbal). These are NEW, never worn. Men's 12 Women's 14 NO FREE shipping Smoke free home. Bundle and Save I have many other Converse shoes listed. Please take a look :)"
3705,3705,NWT PXL maternity pants,1,Women/Maternity/Pants,Motherhood Maternity,11.0,0,Velour motherhood maternity pants
3706,3706,Miss Me Drawstring Backpack,2,Sports & Outdoors/Exercise/Fitness accessories,,9.0,0,No description yet
3707,3707,Bugaboo cameleon fabric set,1,Kids/Strollers/Accessories,Bugaboo,49.0,0,New in box. New cameleon tailored fabric set. Color black Retails for 120
3708,3708,Salt & Burn Charm,2,Handmade/Accessories/Charm,,4.0,1,"This miniature, handmade Salt & Burn charm includes salt and a match inside and an anti-demon possession image so you can be protected at all times. •For bracelets and necklaces ••ships during the week ••safe packaging and shipping ••Free shipping. N0-TRÄÇKĪŃG# (If you want a number, you'll have to pay extra) ••I assure you, all my packages arrive at their destination. ••any problems with the item, please contact me before giving a bad rating. I will gladly fix it. (: •••prices on my products will go higher after November 21. So shop now! (: [Tags: Castiel Dean Sam Winchester Supernatural Angel Demon Grace Charm]"
3709,3709,Jo Malone,2,Beauty/Fragrance/Women,,116.0,0,Jo Malone peony and blush suede and nectarine blossom and honey. Check pics for quantity left
3710,3710,Mint Pullover Crew by PINK,2,Women/Sweaters/Crewneck,Victoria's Secret,20.0,1,"This mint green pullover by PINK has the PINK logo on the front and back, both are holographic. It has mesh going down both sides as well. It is a small and has barely been worn."
3711,3711,Off the shoulder blouse,1,Women/Tops & Blouses/Blouse,FOREVER 21,8.0,1,"A NWT new with tags off the shoulder cold shoulder blouse from forever 21. This size medium blouse is a lovely cream color with lace detailing, pretty sheer so it's perfect for your bandeaus, and doesn't have any sleeves so it sits like a poncho or shawl. It's perfect for keeping cool. It was originally [rm] and never worn."
3712,3712,Lularoe Black Sarah Cardigan,1,Women/Sweaters/Cardigan,,66.0,0,Lularoe black sarah cardigan duster Black with hints of cream and grey throughout Size Medium Brand new with tags Smoke free home **quick ship***
3713,3713,Argentina team jersey,2,Men/Athletic Apparel/Jerseys,Adidas,31.0,0,Argentina Jersey like new used once to a game of there's but never used again. i just don't need it.
3714,3714,Anastasia Beverley Hills Brow Definer,1,Beauty/Makeup/Eyes,Anastasia Beverly Hills,14.0,1,"Shade: Dark Brown This retractable pencil has a unique, triangular tip that can be used three different ways to outline and fill brows. Thin: Use the sharpest point of the tip to create fine, hair-like strokes. Medium: Use the back side of the pencil to create thicker, hair-like strokes. Wide: Use the pencil on its side to create broad strokes."
3715,3715,LuLaRoe XXS Grey Heathered Irma,1,Women/Tops & Blouses/Tunic,LuLaRoe,28.0,1,No description yet
3716,3716,Ralph Lauren V Neck,2,Women/Tops & Blouses/T-Shirts,Ralph Lauren,20.0,0,In excellent used condition
3717,3717,‼️KATE SPADE SET HANI+NEDA HAVEN LANE,1,Women/Women's Accessories/Wallets,Kate Spade,140.0,1,"❥Color: silver ❥Material: saffiano ❥Measurment: bottom 10""-top 14""-9""-5""// wallet: 7.5""-4""-1"" ❥Real photo taken from me ❥Brand new✨, never used. 100% authentic ❥Tag and care card are included ❥Pack with care and ship right away ❥Freegift included with purchase [rm]+"
3718,3718,BNWT! Nike Cap! Free Shipping Today!,1,Men/Men's Accessories/Hats,Nike,14.0,1,Nike Dri Fit Cap. In a two tone color green. The front has a dot pattern and the back has bent holes to keep your head cool this summer but still covered. It's unisex on the tag and original price was [rm]. This is a really cool cap
3719,3719,Girls Nike set size 2t,3,Kids/Girls 2T-5T/Tops & T-Shirts,Nike,14.0,0,Girls Nike set size 2t
3720,3720,"Whitening strips, [rm] each",1,Other/Daily & Travel items/Personal Care,,12.0,0,[rm] each. Send me a message on which one u want to purchase
3721,3721,Frozen Dress shoes,3,Kids/Girls 2T-5T/Shoes,Disney,10.0,1,"Size 10 toddler shoes in good condition, a couple of small scuffs next to each heel in pic #2&3 very minimal hardly shows up on camera. Still has a ton of wear left in them."
3722,3722,H&M bra panty set leopard 36D Large,3,Women/Underwear/Bras,H&M,8.0,1,"Bra in good used condition - 36D. Panties worn maybe once - excellent used condition- size 8. Will split listing upon request. Pet friendly, smoke free home. See my other listings - will combine shipping."
3723,3723,Tank top,1,Women/Athletic Apparel/Shirts & Tops,Oakley,10.0,1,"Awesome blue oakley brand workout racerback tank! Never worn, perfect condition. Size small, true to size fit. Retails for [rm]."
3724,3724,Men's Levi's Joggers 30x32,3,"Men/Jeans/Slim, Skinny",Levi's®,26.0,0,Worn once
3725,3725,iPhone 6+6S+ Case-Mate Naked•Tough Glam,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",,20.0,0,"•• Case-Mate Naked Tough Sheer Glam Case for Apple iPhone 6+Plus iPhone 6S+Plus ,Brand New in Retail Packaging Comes in Sheer Glam Transparent Clear Colors. - Ultra slim, dual-layer design with protective bumper. - Enhanced impact resistance and shock dispersion. • Transparent smooth finish with anti-scratch technology. • Metal button accents for a refined finish brand new in retail box."
3726,3726,Eyelash Growing Serum,1,Beauty/Makeup/Eyes,,11.0,1,"***WARNING*** your eyelashes will be so long you won't need mascara anymore! Relaxing Lavender smell Use every night before bed for 30 days to see amazing results! Up to 3X as long in the first month! The lavender will also help you to sleep. :) Comes with 1 jar of serum, 30 colored q-tips to apply with and instructions (about a months worth) Get double for [rm] Choose blue or pink (Aura Cacia brand)"
3727,3727,32 Iced Tea K-Cups,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Keurig,14.0,1,"A total of 32 assorted Iced Tea K-Cups: (12) Lemonade, (17) Raspberry, (3) Peach GREAT VALUE!"
3728,3728,Scentsy Fox Warmer,1,Home/Home Décor/Home Décor Accents,Scentsy,29.0,0,New in box!
3729,3729,Jay birdX2 Bluetooth wireless headphones,3,"Electronics/TV, Audio & Surveillance/Headphones",,31.0,0,No description yet
3730,3730,Beats By Dr. Dre Studios 2.0,3,"Electronics/TV, Audio & Surveillance/Headphones",Beats by Dr. Dre,99.0,0,"They work extremely well, I have had no problems with them, I purchased the Powerbeats so I no longer have use for the Studios. (Second picture shows the headphones powered on) Comes with the headphones, original box, carrying case, charger, headphone cable, and information booklet (everything pictured). Only issue is that the silver paint on the sides has chipped in some spots and the headphone cord is missing the beats sticker. No audio issues what so ever."
3731,3731,Leather Apple Watch Band 42mm - Brown,1,Men/Men's Accessories/Watches,,15.0,1,Condition: New in Retail box For: Apple Watch Apple Watch Band Leather 42mm. Size: 42mm Wrist Size: 14cm - 20cm Description: Durable Stylish Band Tough Look and Tough Feel Removable Adapter With Tool Stainless Steel Buckle High Quality Finished Texture Heavy Duty Stitching Great for Everyday Wear
3732,3732,rosegold necklace,3,Women/Jewelry/Necklaces,Chanel,29.0,0,"rose gold, display item not new so please consider as used length 20cm without extend 23cm with extend"
3733,3733,Victoria's Secret Very Sexy Push-up Bra,2,Women/Underwear/Bras,Victoria's Secret,24.0,0,Nude Very Sexy bra; worn only a few times. Color: Nude Size: 32DD no snags or stains *Smoke free home
3734,3734,Sonoma jean jacket,3,Women/Coats & Jackets/Jean Jacket,Sonoma,14.0,0,Xs jean jacket light wash. Sonoma.
3735,3735,Adidas shirt,2,Women/Tops & Blouses/T-Shirts,,18.0,0,"Black Japan Japanese adidas long sleeve shirt // the material is in great condition, and no flaws! Doesn't have a tag but fits like a women's small. Be careful if you have super long arms though because they stop right at the wrist for me, but the shirt itself is a good length!"
3736,3736,Victoria secret Bras 36C white push up,1,Women/Underwear/Bras,Victoria's Secret,19.0,0,No padding
3737,3737,New Lia Sophia Earrings,1,Women/Jewelry/Earrings,,9.0,0,New Lia Sophia Earrings Blue Stone dangle style SAVE WITH COMBINED SHIPPING AND BUNDLE DEALS! Thank You
3738,3738,Lularoe Leggings TC & Gold Irma Med.,1,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,63.0,0,"This is a great looking outfit for the fall. It is a rust colored medium Irma paired up with matching rust , teal, black chevron TC leggings."
3739,3739,Marc Jacobs long necklace,2,Women/Jewelry/Necklaces,MARC BY MARC JACOBS,29.0,0,Brand new never worn out in perfect condition hangs at 15 inches long including the charm
3740,3740,OOOPS REMOVER LIPSENSE MISTAKE/TOUCH UP,1,Beauty/Makeup/Lips,SeneGence,10.0,1,"This product helps ensure that your lips look perfect. Sealed never open. Fast shipping! See a color you like in my shop? Ask me to make a listing for you!! Tags: Kylie Lip Kit, Mac, NYX, Milani, Maybelline, ELF, Colour Pop, L'Oréal, Too Faced, Stila, Senegence,Ulta Beauty, Sephora, Victoria Secret, PINK, Lush, Makeup, All day wear, Valentine's Day sale"
3741,3741,Lush Skin Drink Facial Moisturizer,1,Beauty/Skin Care/Face,,19.0,1,"Brand new , Skindrink , 1.6 oz or 45g"
3742,3742,TEEKI Star Power Hot yoga leggings,3,"Women/Athletic Apparel/Pants, Tights, Leggings",,34.0,0,"Like new condition I bought them for my daughter and she wore them maybe twice super cute , soft, stretchy & comfy made out of recycled bottles size small"
3743,3743,UAG Samsung Galaxy S7 Edge phone case,4,Electronics/Cell Phones & Accessories/Cell Phone Accessories,,10.0,0,"Used, but still plenty of wear and tear left!!"
3744,3744,Unicorn Bath Bomb,1,Beauty/Bath & Body/Bath,,6.0,1,"✨Includes One 5oz Bath Bomb •Each batch is made from the best organic ingredients and tested for quality.. Also safe for kids and people with sensitive skin •just place in the bath and relax and watch it fizz and change wonderful colors •smells great and makes your skin super soft and your muscles relaxed ✨Baking Soda, Citric Acid, Corn Starch, coconut oil, espom salts, Himalayan sea salts, colorant, glitter, and essential / fragrance oils (rose and blueberry) ✨tags: bath bomb, gift for her, black magic, Galaxy dust, glitter, LUSH, bath and body works, relax, zen, bath, home accessories, Valentine's Day gifts ✨want to bundle more? Just comment and I'll make you a listing. 1 for [rm] 2 for [rm] 3 for [rm] 4 for [rm] 5 for [rm] All with free shipping / tracking Thank you for over 200 excellent ratings and return happy customers! :)"
3745,3745,Elephant Tribal Tapestry,2,Home/Home Décor/Tapestries,,16.0,0,Good condition with no stains or holes. Black and White.
3746,3746,Webkinz Exclusive Winter Fawn,2,Kids/Toys/Stuffed Animals & Plush,Ganz,14.0,0,"ON HOLD Webkinz Exclusive Winter Fawn I'm pretty sure this was a limited edition Webkinz for Christmas Like new, no stains tears or odors Comes from a smoke free home"
3747,3747,Denver Broncos Bib,2,Sports & Outdoors/Fan Shop/NFL,,12.0,1,No description yet
3748,3748,VS PINK 2pcs set sz XS/S,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Victoria's Secret,94.0,1,"PRICE FIRM ‼️ Don't ask me for the lowest price pls , you have a free shipping NEW WITH TAG - varsity crewneck sz XS oversized and longer fit flat legging sz S 28""inseam - flat waistband - soft cotton spandex fabric ⚡Bundle to save ⚡️ NO Trades ❗️ NO HOLDS NO lowballing I ship via USPS - First class and Priority mail ⚡️ the same day or next day ⚡️ Allowed USPS to update tr.number 24 to 48 hours after i hit button SHIPPED ‼️ I won't be answering question ⛔️When will you ship ⛔️ When will my package be arriving ⛔️My tracking # does NOT work ⚡️( needs time to update by usps which takes time ) Right after you make a purchase Feel free to ask if you have any questions about my merchandise I will answer asap Thank you ❤️ - Patkat"
3749,3749,Wallflower plug inn,2,Beauty/Fragrance/Candles & Home Scents,Bath & Body Works,8.0,0,Black bath and body works designer plug in
3750,3750,Kate Somerville exfolikate,1,Beauty/Skin Care/Face,Sephora,18.0,1,"Brand new, seal still on it Kate Somerville Exfolikate Size: 0.5oz Message to buyers: please feel free to ask any questions before you purchase! I would love for you to give me the best rating possible since it affects my sales! Ask me any questions or concerns you may have:) happy shopping! Pet and smoke free home:) ALL MY PRODUCTS ARE 100% AUTHENTIC AND CAN ALWAYS PROVIDE PROOF OF PURCHASE!"
3751,3751,Blue Striped Triangle Bikini,1,Women/Swimwear/Two-Piece,ROMWE,21.0,0,Brand new. Never worn
3752,3752,Women's Nike Bra Top,3,Women/Athletic Apparel/Sports Bras,Nike,9.0,0,No description yet
3753,3753,Victoria's Secret Robe,3,Women/Other/Other,Victoria's Secret,22.0,0,Beautiful blue/green satin VS robe. Great condition.
3754,3754,Converse style girls shoes,1,Kids/Girls 2T-5T/Shoes,,16.0,0,Convers style shoes Convers style shoes wait zipper on side never worn
3755,3755,Nike Roshe One,1,Women/Shoes/Athletic,Nike,60.0,1,Women's 8 Roshe blue
3756,3756,Lularoe TC Harry Potter Owls Blue,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,60.0,1,Brand new. Harry Potter Owl. Extremely hard to find unicorn! Tall and curvy leggings
3757,3757,10 G.I.Joe figures,3,Kids/Toys/Action Figures & Statues,Hasbro,34.0,0,"Scoop, Deep six, Psyche out, Sgt Slaughter,Joe Budo, Cobra Techno viper, Sepentor, Storm Shadow, Tunnel Rat , and Life line These guys are in good shape most of them have stiff limbs and can stand by themselves as shown in second pic last pic these guys are loose and will not stand"
3758,3758,Banana Republic Dress,3,Women/Dresses/Knee-Length,Banana Republic,16.0,0,This dress is soft and is fully lined. No see through making it appropriate for work or for a casual day! Excellent condition!
3759,3759,Starbucks Tumbler Cozy Free Ship,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Starbucks,9.0,1,Last one selling by itself new never used
3760,3760,Lululemon tank!,3,Women/Athletic Apparel/Shirts & Tops,Lululemon,18.0,0,Great condition! SIZE 8 Lululemon Athletic wear
3761,3761,Girls size 7/8,3,Kids/Girls (4+)/Tops & T-Shirts,,0.0,1,5 pair gap jean excellent used condition 3 children place long sleeve shirts 1 Ralph Lauren shirt 1 hm jacket
3762,3762,Cold Shoulder Hippie Boho Style Dress,2,"Women/Dresses/Above Knee, Mini",,27.0,0,FOR LOVE BUGS ONLY Gorgeous dress. Worn once for my baby shower. Cold shoulders. Not maternity but works as one. Ships with FREE bath melt to soak your tired prego body in ❤ Bundle to save on shipping.
3763,3763,On hold for colbie.,1,Beauty/Fragrance/Candles & Home Scents,,23.0,1,"Various wax candy panda, glitterati , sassy girl, cosmic cleanse, flaming star and vcs price includes fees and shipping.. On hold if not intended buyer transaction will be canceled."
3764,3764,Medela Pump In Style Advanced Breastpump,1,Kids/Feeding/Breastfeeding,Medela,69.0,0,"Brand new never used still in box and plastic packing!!I never produced enough milk so I didn't end up breastfeeding. Double breast pump system! The Medela Pump In Style Advanced daily-use breast pump is designed for moms who pump several times a day. It includes: PersonalFit breast shields, PersonalFit breast shield connectors, valves and membranes, tubing, 5 oz. BPA-free breast milk bottles with lids, power cord and battery pack (8 AA batteries not included). Number of Pumps: Double Pump System Power Source: Electric, Battery-powered Includes: Milk Storage Bottles, Breastshields, Battery Pack, AC Adapter Not Included: Batteries Features: Double Pump, Adjustable Vacuum Settings, Adjustable Speed Settings"
3765,3765,"it cosmetics ""confidence in a cream""",1,Beauty/Makeup/Face,IT Cosmetics,9.0,0,It Cosmetics. Anti-Aging Armour Transforming Moisturizing Super Cream (for all skin types) 0.237 fl oz. Brand New.
3766,3766,Xhilaration padded strapless bikini M,3,Women/Swimwear/Two-Piece,Xhilaration,7.0,0,"Gorgeous worn once last summer, could pair this with so many different bottoms. The brand is xhilaration, size medium. Please check my other listings to save on shipping. Please message me with any questions. Thank you! Tags Swimsuit Swim suit Bathing suit Halter Strapless"
3767,3767,[rm] LOVE PINK • DOG • Key Chain Lanyard,1,Handmade/Accessories/Lanyard,,7.0,0,"This listing is for 1 LOVE PINK • DOG • Key Chain Lanyard. I have 4 colors Available: Teal/Black, Black/Hot Pink, Hot Pink/White, Teal/Hot Pink. Let me know if you would like more than 1 and I will update the listing. The price for 2 is [rm] + [rm] combined shipping. • Quick Release Clip • Nylon/Poly, Stainless Steel Hardware! • 15"" Strap Droopy * I do not offer Free Shipping, however I will combine shipping on bundles * I will not reduce the price * Make sure you want the item before you purchase, I will not cancel any order * All orders are shipped out the following morning, so there is no need to ask me when I will ship your item * You will be able to track your package by clicking on the Carrier Tracking Number * Lastly, don't forget to rate your purchase so funds can be released. If you do not rate your package once it arrives, you will be blocked from my account"
3768,3768,Queen nee flat sheet,1,Home/Bedding/Sheets & Pillowcases,,9.0,0,All never use flat sheet together with a case really nice and soft
3769,3769,5 Gerber Good Start Formula Coupons FS,1,Kids/Feeding/Bottle-Feeding,Gerber Good Start,3.0,1,Save [rm] when you buy any (1) 22oz. or larger Good Start Formula. Expiration is 12/31/2016. You will receive 5 coupons. Coupons are free. You are paying for shipping.
3770,3770,UD/all nighter bundle,3,Beauty/Makeup/Face,Urban Decay,20.0,1,Bundle for Laura :)
3771,3771,Nike Janoski sz 8.5,4,Men/Shoes/Athletic,Nike,16.0,0,"Used condition, no shoe laces, and no soles inside."
3772,3772,Nike tank top,3,Men/Athletic Apparel/Shirts & Tops,Nike,9.0,1,Drifit Navy blue Size men's large Used but functional
3773,3773,Lularoe randy,2,Women/Athletic Apparel/Shirts & Tops,,18.0,0,Size small randy. Worn once. Like new
3774,3774,Jordan kids sweater,2,Kids/Boys (4+)/Coats & Jackets,,16.0,0,Brand new
3775,3775,Bright yellow bikini,2,Women/Swimwear/Two-Piece,,21.0,0,Medium. I am a b/c and top fits. bottoms are medium as well. adjustable straps on top and they can come off as well. yellow and navy and white swim suit perfect for summer. never worn still has lining
3776,3776,Dior Addict Lip Glow Pomade,1,Beauty/Makeup/Lips,Christian Dior,20.0,1,"Brand new, never used. Outer cardboard box has a few scuffs."
3777,3777,Anime onepiece rare coasters,1,Vintage & Collectibles/Housewares/Coaster,,8.0,1,"New. Set of 3. I'll also give u free chopper charm, bit damaged tho. Imported from japan."
3778,3778,5 jeans + tee bundle,2,"Women/Jeans/Slim, Skinny",Old Navy,46.0,0,"old navy rockstar jeans// 4 holes // size 14 regular // ( check out all my other listings before you buy, i'll bundle and give you the best all around deal )"
3779,3779,NWT bundle for Riya,1,Women/Athletic Apparel/Shirts & Tops,FOREVER 21,30.0,0,NWT forever 21 black crop top. Never worn size small. Cute paired with black skirt. There are some deodorant stains from trying on but nothing that can't be washed out with Missguided skirt
3780,3780,8pc bubblegum/coral matte/6nude bundle,1,Beauty/Makeup/Lips,,19.5,0,"⚡Comment for a custom Bundle of any of my listings and save on shipping⚡ 1 lippie for    [rm] 2 lippies for  [rm] 3 lippies for  [rm] 4 lippies for  [rm] 5 lippies for  [rm] 6 lippies for  [rm] 7 lippies for  [rm] 8 lippies for [rm] Etc.... ✔Brand new ✔Sealed Kleancolor long lasting matte lipgloss Goes on gloss and sets to a matte finish ⚡NOTE⚡ I try my best to research the color and give you a great idea of what it looks like. I spend a lot of time on this. Please refer to swatch pics as well! Picture is a close depiction of the color. Shades may appear slightly lighter/ darker depending on lighting and skin tone variances, and the amount of gloss applied"
3781,3781,NEW VS PINK DUFFLE BAG,1,Women/Women's Handbags/Totes & Shoppers,PINK,45.0,1,"An essential duffle with plenty of pockets! Features adjustable shoulder strap with front zipper pocket and shoe pocket. Color: Purple Petal Front zipper pocket Side shoe pocket Top zipper flap Long adjustable strap Two-handle straps 19¾”L x 9¾”W x 9 ¾”H Imported polyester • new with out tags . • 100% authentic . • free ship • will ship today or tomorrow depending on time of purchase . tags ; vs pink , vs , victoria secret , nike , new with tags , free ship"
3782,3782,ecotools - Enhancing Eye Set 2/4,1,Beauty/Makeup/Brushes & Applicators,,9.0,1,"ecotools - Enhancing Eye Set 2 Brushes / 4 Brush Heads Socially responsible, super soft brushes are made w/ cruelty-free bristles, recycled aluminum ferrules, and bamboo handles. 100% Vegan This brush set also includes a stylish protective reusable eco pouch, made of natural materials, phthalate-free & PVC-free."
3783,3783,Anastasia Beverly Hills Glow Kit,2,Beauty/Makeup/Makeup Palettes,Anastasia Beverly Hills,22.0,0,Bought on here but only used summer once . You can always switch it out as well .
3784,3784,RMS Beauty Uncover Up 22,3,Beauty/Makeup/Face,,13.0,0,"Great condition, was not my true match."
3785,3785,Crystal Flower .925 SP Earrings Bundle,2,Women/Jewelry/Earrings,,5.0,1,"Perfect for Spring! Bundle of 2 pair crystal flower bud earrings - 1 dark/light pink, 1 dark/light orange. Both pair are .925 silver plated. Both are 1.75"" long including hooks. Price is [rm] for both pair."
3786,3786,Coach spotlight handbag,4,Women/Women's Handbags/Totes & Shoppers,Coach,28.0,1,"Coach handbag only. Has a cpl pen marks and cracking around top , refer to pics. One of my favorite handbags I had. Does not include scarf or keychain."
3787,3787,Ships Tomorrow! Okurrr by Kylie,1,Beauty/Makeup/Lips,,22.0,1,Kylie Cosmetics Koko Kollection Fuschia color
3788,3788,FREE SHIP! Gold Pearl Helix Ear Cuff,1,Women/Jewelry/Earrings,,6.0,1,"One gold pearl helix ear cuff / clip on earring. Listing is for ONE gold earring Material of the metal: Zinc alloy. Get the look without the pain & commitment. Just pinch it onto your ear & it will stay in place. Check out my other listings for more styles & colors. Price is firm. BUNDLE & SAVE!! Receive 10% off 2 or more items. Comment below which items you would like to bundle & I will create a listing for you. SHIPPING: All orders ship the next business day (Mon-Fri). Once marked as shipped, it will take up to 24 hours for a USPS tracking update. It will take 2-10 days for USPS delivery. If you would like it sooner, shipping will be [rm] for first class mail."
3789,3789,Small 4 Brown and White Paisley Skirt,3,Women/Skirts/A-Line,Apt.,9.0,1,Size: 4 Brand: APT. 9 Color(s): Brown and White Flaw(s): None *Measures 20 inches long from top to bottom*
3790,3790,Oil diffuser and essential oils,2,Home/Home Décor/Home Fragrance,,35.0,0,"Gently used. I have only had it a few months, I used it for a few days. I'm in the process of downsizing all my belongings so out it goes! Taotronics diffuser. Changes color with led lighting and it's super mellow, can run for 1,3,6 hour settings. Wood look on the bottom Onepure essential oils. Set of 6, peppermint, sweet orange, and lemongrass have been opened but hardly a few drops used at all, mostly from peppermint. And eucalyptus, lavender, and tea tree are unopened."
3791,3791,Women's Columbia Half Button Pullover,2,Women/Coats & Jackets/Fleece Jacket,Columbia,21.0,0,Worn and washed once. Like new. No sign of wear. Very comfortable.
3792,3792,Rae Dunn I Can't Even Mug,2,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,17.0,0,"Brand new Rae Dunn I Can't Even Mug This is the exact item you will receive. I find that most of the RD some minor imperfections. Therefore, I am asking that on all my listings, for everyone to zoom in and make sure you will be happy with your purchase. Upon receipt of your item, please inspect right away. If it has arrived safely, please rate me to complete the transaction. If not, please contact me and we will work it out! Shipping costs are non-negotiable due to the weight of the item plus packaging (I believe in bubble wrap). Bundle options available"
3793,3793,Yellow thong,2,Women/Underwear/G-Strings & Thongs,,3.0,1,Never worn
3794,3794,Island Soul 2 pc Women's swimsuit. Sz L,3,Women/Swimwear/Two-Piece,,5.0,1,"Gently used. No holes, tears or stains. Both the top and bottoms are Sz Large. Removable pads in the top. Ready to ship, ready to go! Feel free to contact us for any questions prior to purchasing. Thanks for looking and good luck! Firm price!"
3795,3795,Lularoe Julia,1,Women/Maternity/Dresses,LuLaRoe,36.0,0,"NWT Dark Heathered gray and light gray stripes! Think it's a unicorn But I'm not a consultant. This is light modal type material, I sized up but wish it was one size smaller for the blousy look with a belt. So cute if you are a Large or XL and want the Julia less fitted this is your dress so cute. SMFH"
3796,3796,Women heels,3,Women/Shoes/Pumps,,15.0,1,Wine size 8 heels
3797,3797,Silver Jeans Suki Surplus size 32/32,3,"Men/Jeans/Classic, Straight Leg",Silver Jeans Co.,13.0,0,Worn jeans nice condition just no longer fit..
3798,3798,Covergirl Eye Liner,1,Beauty/Makeup/Eyes,CoverGirl,4.0,1,230 black ink 220 midnight blue Any additional items can be added for [rm]-[rm]
3799,3799,Levi's 504,3,Women/Jeans/Boot Cut,Levi's®,16.0,0,size 9M Tag says Slouch Flare 504 but they don't flare a whole lot. To me it's more of a boot cut. These are super cute!!!! PLEASE READ MY PROFILE!!!
3800,3800,Off the shoulder top,2,Women/Tops & Blouses/Blouse,,15.0,1,NWOT. Size small. Very cute spring summer fashion. You can pair it with everything! Off the shoulder top
3801,3801,Hair accessory,1,Kids/Girls (4+)/Accessories,,5.0,1,"Handcrafted 5"" Ursula bow. Made 3/6/17"
